run,family,model_key,scenario,seed,h_l2_mean,h_l2_median,c_l2_mean,c_l2_median,front_error_mean_cm,bt_mae_hours,mbe_w_mean_final,mbe_w_median_final,mbe_c_mean_final
runs_multiseed/ood_peak_medium_v1/seed_43,deeponet,m2_data,ood_peak,43,0.271833211183548,0.25556230545043945,0.11660423129796982,0.07634047418832779,5.51564577365113,4.7384615384615385,9.876835994484138,4.419041398140648,124.90264291763779
runs_multiseed/ood_peak_medium_v1/seed_43,deeponet,m2_score,ood_peak,43,0.28548648953437805,0.2608537971973419,0.1411229819059372,0.09858841449022293,6.127276210998459,9.76923076923077,11.513013284821332,4.026968136692739,118.47391779538178
runs_multiseed/ood_peak_medium_v1/seed_44,deeponet,m1,ood_peak,44,0.25347548723220825,0.24920649826526642,0.1134425699710846,0.08451417088508606,5.513644731027605,8.584615384615384,6.973099619156756,3.376552715333605,124.28961055345616
runs_multiseed/ood_peak_medium_v1/seed_44,deeponet,m2_data,ood_peak,44,0.23886726796627045,0.23531034588813782,0.11113431304693222,0.08250202238559723,5.628428241644645,7.507692307692308,8.228042670217384,5.027527305914384,122.28874140409052
runs_multiseed/ood_peak_medium_v1/seed_44,deeponet,m2_score,ood_peak,44,0.23886726796627045,0.23531034588813782,0.11113431304693222,0.08250202238559723,5.628428241644645,7.507692307692308,8.228042670217384,5.027527305914384,122.28874140409052
runs/g4_regshift_iid_s42,regshift,m2_data,iid,42,0.1801614612340927,0.14971280097961426,0.07318993657827377,0.05227364972233772,3.440956186623528,2.122448979591837,15.405503793253896,4.3803413711303705,80.2768962019787
runs/g4_regshift_iid_s123,regshift,m2_data,iid,123,0.20574602484703064,0.17778675258159637,0.09492328017950058,0.06640863418579102,4.832944916567407,2.663265306122449,19.46202927557011,6.491215670704108,79.78000162937253
runs/g4_regshift_iid_s456,regshift,m2_data,iid,456,0.16777335107326508,0.14184698462486267,0.07847829908132553,0.06399169564247131,3.822111611209452,5.724489795918367,13.513075230294918,4.569408740137186,76.90269840375879
runs/g4_regshift_ood_peak_s42,regshift,m2_data,ood_peak,42,0.24673335254192352,0.2067512422800064,0.10843075811862946,0.08047126233577728,4.881367223248609,4.7384615384615385,12.998684300312545,4.6428231781081815,131.43938640914166
runs/g4_regshift_ood_peak_s123,regshift,m2_data,ood_peak,123,0.19955645501613617,0.1491013616323471,0.0944281816482544,0.06557729840278625,4.48959131427483,1.9230769230769231,9.782345657371009,2.9850830020902888,128.6354270636989
runs/g4_regshift_ood_peak_s456,regshift,m2_data,ood_peak,456,0.18136990070343018,0.14877165853977203,0.07563300430774689,0.057020142674446106,3.7510860273082516,1.5384615384615385,8.762765732635447,2.517143171239736,123.47635175609787
runs/g4_regshift_ood_time_s42,regshift,m1,ood_peak_time,42,0.22791022062301636,0.17853626608848572,0.11336458474397659,0.08450627326965332,5.618959973110458,3.953846153846154,7.3158922068746435,4.04976925625942,101.40122645833513
runs/g4_regshift_ood_time_s42,regshift,m2_data,ood_peak_time,42,0.21844342350959778,0.17606446146965027,0.09740886837244034,0.08207808434963226,4.687588220338138,3.707692307692308,7.42049436035562,4.746064363569163,99.33376601678471
runs/g4_regshift_ood_time_s123,regshift,m1,ood_peak_time,123,0.18024051189422607,0.124690942466259,0.08849213272333145,0.06399574875831604,3.8724384911098078,1.9692307692307693,5.0608051895997415,3.1825431975517926,102.6756500004934
runs/g4_regshift_ood_time_s123,regshift,m2_data,ood_peak_time,123,0.1793517768383026,0.13117715716362,0.08601508289575577,0.06239981949329376,3.795109646468025,1.9538461538461538,5.046622946769257,2.2849903186581857,102.17691682695343
runs/g4_regshift_ood_time_s456,regshift,m1,ood_peak_time,456,0.1991855651140213,0.1764039844274521,0.08889833837747574,0.06501144170761108,3.774210575582765,3.3076923076923075,4.808966434861293,3.2199719127258435,99.56512217617485
runs/g4_regshift_ood_time_s456,regshift,m2_data,ood_peak_time,456,0.19942504167556763,0.1673911213874817,0.09112021327018738,0.06370315700769424,3.8915713368057605,3.5692307692307694,5.2005640816792535,2.705431109529735,100.56829343303208
runs/boost_A4_iid,shift,m1,iid,42,0.26680049300193787,0.24220293760299683,0.1619199514389038,0.12770384550094604,9.541382703790712,10.244897959183673,23.74426929924152,10.987465343052484,81.05269766582566
runs/boost_A4_iid,shift,m2_data,iid,42,0.18840554356575012,0.1694764941930771,0.1052384003996849,0.08106598258018494,5.77781013324165,5.26530612244898,17.304893908295014,8.02161642497277,80.60598174253244
runs/boost_A4_ood,shift,m1,ood_peak,42,0.30023229122161865,0.26732632517814636,0.18105779588222504,0.14677318930625916,7.649216936855773,8.338461538461539,18.301037858814855,6.616325594863001,135.1514989529459
runs/boost_A4_ood,shift,m2_data,ood_peak,42,0.19681315124034882,0.1738605946302414,0.07692094147205353,0.060758329927921295,3.96459181356101,3.171875,7.48003702463669,3.050605122239425,121.92235814670603
runs_jhydrology/A4_iid_s123,shift,m1,iid,123,0.2805408537387848,0.2604063153266907,0.15586993098258972,0.13156017661094666,10.594669574664314,7.357142857142857,23.813217888353474,10.016528324816933,79.40354341816153
runs_jhydrology/A4_iid_s123,shift,m2_data,iid,123,0.20179753005504608,0.17425775527954102,0.09573791921138763,0.07342173159122467,5.649316371861285,4.540816326530612,14.009136747892738,5.51560539346447,79.92037960683459
runs_jhydrology/fnn_iid_s123,fnn,fnn,iid,123,0.24284879863262177,0.20620205998420715,0.12887033820152283,0.08104389905929565,6.142035250676925,2.5816326530612246,21.83108029610048,5.052071998532046,79.55304538436842
runs_jhydrology/A4_iid_s456,shift,m1,iid,456,0.39698368310928345,0.36828815937042236,0.24065089225769043,0.17957159876823425,11.14777296637531,12.36734693877551,36.20876349042505,20.71699362531089,82.78616624807178
runs_jhydrology/A4_iid_s456,shift,m2_data,iid,456,0.24771170318126678,0.21566727757453918,0.1213148683309555,0.09586404263973236,6.285439274381418,5.438775510204081,18.162517220489608,6.258514172206069,78.53139069678888
runs_jhydrology/fnn_iid_s456,fnn,fnn,iid,456,0.22776930034160614,0.18810953199863434,0.12808263301849365,0.08352451771497726,5.710614708731258,3.0714285714285716,17.676445208249103,3.284503050244737,80.60466847673365
runs_jhydrology/A4_ood_peak_s123,shift,m1,ood_peak,123,0.4127703607082367,0.35937514901161194,0.2261343151330948,0.1987529993057251,16.605709418954557,7.015384615384615,21.43228797219768,11.25675443771316,114.61128728987133
runs_jhydrology/A4_ood_peak_s123,shift,m2_data,ood_peak,123,0.2659626007080078,0.22996628284454346,0.10877802222967148,0.08513414114713669,5.460829595374647,4.030769230769231,12.74340540086483,6.161763327937279,124.64508000210066
runs_jhydrology/fnn_ood_peak_s123,fnn,fnn,ood_peak,123,0.24488121271133423,0.2085629552602768,0.14603622257709503,0.09225428104400635,6.553019703448055,2.292307692307692,9.876847228851553,2.7832247647642543,125.880587731077
runs_jhydrology/A4_ood_peak_s456,shift,m1,ood_peak,456,0.3404146730899811,0.3153988718986511,0.20692256093025208,0.19948354363441467,8.680284787172818,8.569230769230769,23.526407589075994,12.98361746239971,111.38253279540537
runs_jhydrology/A4_ood_peak_s456,shift,m2_data,ood_peak,456,0.24617353081703186,0.2206668257713318,0.09758120775222778,0.08115378022193909,4.528542867224529,4.415384615384616,11.443866854908453,7.833639931800089,123.75447895590558
runs_jhydrology/fnn_ood_peak_s456,fnn,fnn,ood_peak,456,0.2692597508430481,0.22500021755695343,0.15513597428798676,0.11213725805282593,8.583601728656674,2.4375,9.772520175275545,2.8582491301821817,123.52605020313989
runs_jhydrology/A4_ood_peak_time_s42,shift,m1,ood_peak_time,42,0.38079896569252014,0.34133049845695496,0.34597593545913696,0.23608478903770447,14.597351519387258,11.815384615384616,13.190733122327964,8.710507050573181,109.79545235658466
runs_jhydrology/A4_ood_peak_time_s42,shift,m2_data,ood_peak_time,42,0.3172183334827423,0.27128779888153076,0.20735296607017517,0.15550613403320312,12.483962586140025,11.615384615384615,10.282138144378372,4.953894908305924,98.92077266655521
runs_jhydrology/fnn_ood_peak_time_s42,fnn,fnn,ood_peak_time,42,0.23844033479690552,0.21192002296447754,0.15046973526477814,0.09483945369720459,6.258226902401498,2.4307692307692306,6.357403765247854,0.9803369739019703,104.05986135819748
runs_jhydrology/A4_ood_peak_time_s123,shift,m1,ood_peak_time,123,0.40851110219955444,0.39275842905044556,0.3139628767967224,0.24624040722846985,16.271449014539975,8.523076923076923,11.841704148273953,7.260119338681614,94.32215948805465
runs_jhydrology/A4_ood_peak_time_s123,shift,m2_data,ood_peak_time,123,0.2736300528049469,0.2377583086490631,0.16087916493415833,0.1072707548737526,7.839872001983399,8.723076923076922,6.0025168130477065,3.0290579302694,87.07068616817413
runs_jhydrology/fnn_ood_peak_time_s123,fnn,fnn,ood_peak_time,123,0.2946280539035797,0.24928663671016693,0.160321906208992,0.101840078830719,6.958566234339921,2.1538461538461537,8.917774110563773,3.0744241786063853,104.51528408025466
runs_jhydrology/A4_ood_peak_time_s456,shift,m1,ood_peak_time,456,0.42783090472221375,0.3864818811416626,0.31801554560661316,0.1909913718700409,15.72207125862451,8.815384615384616,9.177339005424946,5.683386701635531,105.15353366095665
runs_jhydrology/A4_ood_peak_time_s456,shift,m2_data,ood_peak_time,456,0.27312010526657104,0.2262602001428604,0.15834994614124298,0.09885957837104797,7.6897290012934105,9.338461538461539,8.676744774530215,3.993276014973831,101.89691269191648
runs_jhydrology/fnn_ood_peak_time_s456,fnn,fnn,ood_peak_time,456,0.23799756169319153,0.21545034646987915,0.15465706586837769,0.08981240540742874,6.12566767163203,2.707692307692308,7.103669996061543,2.0307229492049603,103.30256939808956
runs/fnn_baseline_iid_v1,fnn,fnn,iid,42,0.24803487956523895,0.2049178034067154,0.1437988132238388,0.09473984688520432,5.898232289996732,2.63265306122449,16.20647040215658,3.9769483140063335,82.13859650126354
runs/fnn_baseline_ood_peak_v1,fnn,fnn,ood_peak,42,0.2401747852563858,0.2158326804637909,0.15286040306091309,0.0991331934928894,7.210945515303779,2.111111111111111,11.962718191021544,4.2255525869246195,120.1373337161619
runs_jhydrology/fno_iid_s42,fno,fno,iid,42,0.6238096356391907,0.5950654745101929,0.6555928587913513,0.479552686214447,24.54770700092343,7.581632653061225,57.01227546747408,29.88963900562765,105.66691979870575
runs_jhydrology/fno_iid_s123,fno,fno,iid,123,0.6263589859008789,0.5935919880867004,0.6542085409164429,0.48001760244369507,24.66678444939985,6.928571428571429,57.87138541772459,30.760802124786906,106.11554360891463
runs_jhydrology/fno_iid_s456,fno,fno,iid,456,0.6247476935386658,0.5929920673370361,0.6562357544898987,0.4779728055000305,24.61999166673691,6.989795918367347,57.16183400522062,30.65201642833876,106.27337374436988
runs_jhydrology/fno_ood_peak_s42,fno,fno,ood_peak,42,0.6650403141975403,0.6287850737571716,0.6246464848518372,0.45772895216941833,22.88958109833398,7.2153846153846155,45.116029053647175,21.243598463459207,151.68847720053643
runs_jhydrology/fno_ood_peak_s123,fno,fno,ood_peak,123,0.6665197610855103,0.6285610795021057,0.6231677532196045,0.4585060179233551,23.264395700029972,6.984615384615385,44.72107432960567,20.750578799559907,153.05259516131386
runs_jhydrology/fno_ood_peak_s456,fno,fno,ood_peak,456,0.6669977903366089,0.6283987760543823,0.6252998113632202,0.45692121982574463,22.934278117901606,6.876923076923077,44.906864314651784,20.98641390742307,152.2805337081083
runs_jhydrology/fno_ood_peak_time_s42,fno,fno,ood_peak_time,42,0.5458973050117493,0.524002730846405,0.863968014717102,0.45141804218292236,26.622952867230758,6.676923076923077,25.63287639798448,17.33495848004103,166.38215053399074
runs_jhydrology/fno_ood_peak_time_s123,fno,fno,ood_peak_time,123,0.548101007938385,0.5272698402404785,0.8615247011184692,0.4539259076118469,26.993346650316827,8.384615384615385,26.2779104099414,18.614888253339707,164.08614356357816
runs_jhydrology/fno_ood_peak_time_s456,fno,fno,ood_peak_time,456,0.5469163060188293,0.5253657102584839,0.8613790273666382,0.4533544182777405,26.75249268665688,6.492307692307692,26.70826876322128,19.377960143761534,163.8455627972964
