run_key,scenario,family,model,axis,bin,n,rel_l2_h_mean,rel_l2_h_median,rel_l2_c_mean,rel_l2_c_median,bt_mae_hours,n_bt
shift_iid,iid,shift_unbounded,m1,q_top_peak,p98_p100,3,0.3560360141718982,0.3231994254293646,0.16557404882609186,0.16892382226281555,16.333333333333332,3
shift_iid,iid,shift_unbounded,m1,q_top_peak_time,p00_p90,83,0.2626811205525229,0.24130414506649658,0.1629627805796941,0.1230034012113633,9.422535211267606,71
shift_iid,iid,shift_unbounded,m1,q_top_peak_time,p98_p100,29,0.2785906070527526,0.25271727586275167,0.15893533641738228,0.14292195825074575,12.407407407407407,27
shift_iid,iid,shift_unbounded,m2_data,q_top_peak,p00_p90,96,0.18798419018950488,0.16866168581581706,0.10748023930713145,0.07549041221386049,5.119047619047619,84
shift_iid,iid,shift_unbounded,m2_data,q_top_peak,p90_p95,9,0.20183933997214884,0.21226431392605247,0.08773497793176992,0.09590345776250254,3.5,8
shift_iid,iid,shift_unbounded,m2_data,q_top_peak,p95_p98,4,0.11520015210294854,0.11528971361184964,0.09519537277482654,0.09418603246885775,12.666666666666666,3
shift_iid,iid,shift_unbounded,m2_data,q_top_peak,p98_p100,3,0.259194184320598,0.18159770762435523,0.09939954994851859,0.0778867955563948,6.666666666666667,3
shift_iid,iid,shift_unbounded,m2_data,q_top_peak_time,p00_p90,83,0.18675152025164024,0.16856987221423794,0.11090201600628835,0.09179101690555641,5.464788732394366,71
shift_iid,iid,shift_unbounded,m2_data,q_top_peak_time,p98_p100,29,0.19313942408376752,0.17515718631662547,0.08902864094115438,0.06555776592948737,4.7407407407407405,27
shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,p90_p95,36,0.29791117736239364,0.2608998028747749,0.17427276103934403,0.1316782326503421,7.28125,32
shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,p95_p98,25,0.29547825725696825,0.2567184369163956,0.1789584608303216,0.1467732168744988,10.857142857142858,21
shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,p98_p100,14,0.31469053997907653,0.2871189147312567,0.20225337274478053,0.18554927291628662,6.75,12
shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak_time,p00_p90,53,0.29890893275968006,0.2673267924601165,0.17659926604767412,0.1467732168744988,7.829787234042553,47
shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak_time,p98_p100,22,0.30342058817792755,0.2641563265679574,0.19179850163975554,0.1500404488206122,9.666666666666666,18
shift_ood_peak,ood_peak,shift_unbounded,m2_data,q_top_peak,p90_p95,36,0.18652968279864535,0.15466641925604557,0.06899026340815491,0.05106148943668357,2.064516129032258,31
shift_ood_peak,ood_peak,shift_unbounded,m2_data,q_top_peak,p95_p98,25,0.18859525912397646,0.17386101487706349,0.07964356166418422,0.06615059271260168,5.9523809523809526,21
shift_ood_peak,ood_peak,shift_unbounded,m2_data,q_top_peak,p98_p100,14,0.2379312446025077,0.18779508463195949,0.09245207392520545,0.06233375602058157,1.1666666666666667,12
shift_ood_peak,ood_peak,shift_unbounded,m2_data,q_top_peak_time,p00_p90,53,0.19517938671923774,0.1619738568308679,0.07615543813838253,0.060758004837874746,3.0434782608695654,46
shift_ood_peak,ood_peak,shift_unbounded,m2_data,q_top_peak_time,p98_p100,22,0.20074909032573415,0.18116318503133094,0.07876496990530836,0.05957976316352371,3.5,18
regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak,p00_p90,96,0.22478128044778525,0.2149581545399183,0.11313318017731301,0.09574043265588195,9.571428571428571,84
regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak,p90_p95,9,0.2464413610043026,0.2853256341536225,0.10044322789837704,0.09016748334379912,6.0,8
regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak,p95_p98,4,0.16527540830363938,0.1398112327438051,0.13679443621896675,0.13301638349718753,17.333333333333332,3
regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak,p98_p100,3,0.3451124411261211,0.3564912588051351,0.09060408119217368,0.08678570120109029,11.0,3
regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak_time,p00_p90,83,0.2302233606561576,0.22809337019491466,0.11751630989768304,0.096387633214464,9.211267605633802,71
regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak_time,p98_p100,29,0.2201681101433774,0.21650832150213428,0.09758312465697022,0.08625175714264531,10.481481481481481,27
regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,p00_p90,96,0.2028220068140928,0.1945835825006505,0.08668501501641042,0.060996661169495606,5.178571428571429,84
regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,p90_p95,9,0.20881907148372575,0.2210821962953992,0.06415300115786285,0.056255736412829875,3.0,8
regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,p95_p98,4,0.17096206182140583,0.15013949083330852,0.10688341645214611,0.10758926710889567,12.666666666666666,3
regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,p98_p100,3,0.33814664131530997,0.2661163308495795,0.06938219476889279,0.06931382787580623,4.0,3
regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak_time,p00_p90,83,0.20786150112528343,0.20091401222361788,0.08966067137925461,0.068806568031879,5.338028169014085,71
regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak_time,p98_p100,29,0.19986440949446443,0.1884436580384312,0.07217182681494123,0.056255736412829875,4.814814814814815,27
regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak,p00_p90,96,0.21549084798173568,0.19166272484572994,0.10091777522583441,0.06721748519460792,3.9761904761904763,84
regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak,p90_p95,9,0.21303981681529877,0.22814650641305406,0.08232378977919692,0.08080535467777443,3.625,8
regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak,p95_p98,4,0.1855780336879987,0.1691660050825044,0.11683105985198483,0.1186924233814157,10.666666666666666,3
regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak,p98_p100,3,0.2685698163210078,0.24341283351902654,0.07757093293973306,0.0804852213789297,3.3333333333333335,3
regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak_time,p00_p90,83,0.22167181089469146,0.19700066326653484,0.10564804576609828,0.07058842934928833,4.464788732394366,71
regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak_time,p98_p100,29,0.19840486334620475,0.1815801572589626,0.08138861273565032,0.0737063724333784,3.259259259259259,27
regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak,p00_p90,96,0.20613059373669865,0.18081802966623411,0.08894184588965771,0.05829615233652888,3.4166666666666665,84
regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak,p90_p95,9,0.21195142732548647,0.21501435757823817,0.0683148034974196,0.05942127983474919,3.875,8
regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak,p95_p98,4,0.17587258496157232,0.1673950229189835,0.10855371865730429,0.11324044537917058,3.0,3
regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak,p98_p100,3,0.2671757991925801,0.24035987794319144,0.05807706422572651,0.06672857478044072,1.6666666666666667,3
regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak_time,p00_p90,83,0.21119485140767297,0.18974215799635882,0.09283947987030317,0.06268482457014608,3.5211267605633805,71
regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak_time,p98_p100,29,0.19558430742205582,0.18237187174228806,0.07089723017086728,0.0571765260722397,3.037037037037037,27
regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak,p00_p90,96,0.21834200153166383,0.21342822134113454,0.1058016262416418,0.07078791370259582,2.8333333333333335,84
regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak,p90_p95,9,0.20989666960404552,0.2109654437041619,0.08456006272642685,0.09756902931860753,3.75,8
regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak,p95_p98,4,0.19574270362082785,0.15527740437911017,0.15018996665806592,0.11823972584279953,11.0,3
regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak,p98_p100,3,0.3503879322394064,0.29818933887044846,0.11894075709243727,0.08169661308965913,2.3333333333333335,3
